,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
0,26.550952380952385,28.594583333333333,26.123809523809523,23.6325,25.106190476190477,22.562083333333334,22.979166666666664,27.845416666666665,32.327619047619045,102.45708333333333,120.14809523809524,187.71541666666667,158.3504761904762,100.45916666666665,81.22041666666667,76.45291666666667,85.61428571428573,85.93708333333333,76.9725,70.30291666666666,65.07904761904761,86.42583333333334,94.81190476190477,94.325,112.23714285714287,103.08416666666666,141.58999999999997,166.13916666666665,161.50285714285715,117.87666666666667,173.08095238095237,210.75208333333336,217.50857142857146,207.25041666666664,190.565,145.29791666666665,132.8290476190476,108.5575,86.66499999999999,77.49041666666668,66.34285714285714,54.59333333333333,51.934761904761906,46.788095238095245,44.09095238095238,41.410000000000004,39.585,38.447916666666664
1,39.47523809523809,39.677083333333336,35.81095238095238,39.697500000000005,38.370952380952374,37.08708333333333,44.3625,184.9929166666667,55.9847619047619,101.78875,79.66238095238096,70.1325,138.78428571428572,92.01625,107.80875,82.03833333333334,102.45619047619047,78.94083333333333,74.75791666666666,118.83041666666666,86.51761904761905,82.67125,88.90095238095239,89.86416666666666,93.49666666666667,113.19541666666666,130.69625,107.47,133.20333333333335,115.11791666666667,134.79142857142855,125.92125,137.44666666666666,145.08833333333334,149.68541666666667,111.08666666666667,91.42952380952381,76.19333333333333,60.61541666666667,51.91375,51.58809523809524,52.60428571428571,53.13523809523809,49.733333333333334,40.26380952380953,66.27041666666666,72.84333333333333,46.735416666666666
2,41.362857142857145,42.580416666666665,39.28476190476191,42.12833333333334,35.78857142857142,60.36791666666666,72.87458333333333,132.02875,116.81809523809525,78.25208333333333,64.25666666666667,74.51958333333334,58.621428571428574,63.47875,95.21249999999999,75.64083333333335,85.35857142857142,87.47333333333334,94.10708333333335,287.395,116.00952380952381,76.87375,56.42142857142858,60.36750000000001,69.61,148.02583333333334,136.27999999999997,139.35666666666665,173.17,176.54541666666665,239.60380952380953,251.96708333333333,248.37428571428578,256.0491666666666,213.48958333333331,203.065,176.9719047619048,160.07833333333335,162.96499999999997,143.97,111.17714285714285,101.03904761904762,93.09571428571428,86.86380952380952,60.78619047619048,53.05624999999999,51.95291666666667,47.73625
3,45.41095238095239,42.26208333333334,40.17380952380953,39.12625,39.14619047619048,38.2,39.61958333333333,43.092083333333335,44.08571428571429,46.86541666666667,181.47285714285712,99.88833333333332,55.02047619047618,67.00375000000001,65.19958333333334,68.06583333333333,64.41571428571429,61.206250000000004,60.85041666666666,55.079166666666666,69.05619047619048,67.66,66.66666666666666,73.22791666666666,73.50428571428573,79.52541666666667,85.51083333333334,82.71625,90.7409523809524,83.42125000000001,93.4547619047619,85.16708333333332,74.88047619047619,64.33083333333333,58.95916666666667,56.04083333333333,57.92333333333334,59.06958333333334,57.87958333333333,56.277499999999996,41.52047619047619,43.790476190476184,44.6052380952381,41.70583333333333,33.240476190476194,35.749583333333334,37.72375,38.47208333333333
4,37.78333333333334,132.27124999999998,62.10857142857143,50.15958333333333,45.03714285714285,41.27166666666666,35.85041666666666,42.25833333333333,35.687619047619044,59.25958333333334,63.23285714285714,52.565416666666664,58.23285714285714,54.59875,65.43333333333334,69.34333333333333,65.80261904761905,65.2525,57.969166666666666,60.40083333333333,90.57571428571428,80.22125,77.40142857142857,82.36791666666667,88.33142857142856,79.72416666666666,67.96083333333334,80.99541666666667,78.1952380952381,97.47333333333333,108.58857142857143,106.05416666666666,107.50809523809524,96.54833333333333,77.86875,64.71583333333334,60.389523809523816,63.08,58.646249999999995,54.99416666666667,48.519999999999996,49.00047619047619,45.889523809523816,44.989999999999995,37.60666666666667,37.41166666666666,40.092083333333335,34.24916666666667
5,34.03285714285714,32.731249999999996,28.644761904761904,31.061666666666667,37.76619047619048,50.63791666666667,48.325833333333335,96.34208333333333,84.12714285714287,76.11875,66.10714285714286,172.22041666666667,154.1647619047619,78.85041666666666,71.275,76.25999999999999,113.38285714285713,111.72333333333336,125.04166666666667,143.92874999999998,103.54095238095238,94.42166666666668,88.10619047619048,97.05208333333334,94.68904761904763,121.93125,143.8045833333333,121.6675,147.8757142857143,201.4125,217.83333333333331,223.92333333333335,197.41285714285712,212.00291666666664,210.69,210.37708333333336,162.52,164.30916666666667,140.33166666666665,97.81291666666667,92.63952380952381,81.0795238095238,71.74714285714285,57.87619047619048,49.01238095238095,48.784166666666664,43.52583333333334,36.64666666666666
6,43.15333333333334,45.06958333333333,77.14190476190477,52.29041666666667,44.595238095238095,46.89333333333333,48.52166666666667,113.99875,137.2761904761905,163.62916666666666,113.3257142857143,88.80375000000001,101.34523809523809,259.2725,137.96875,113.81416666666667,104.63190476190475,103.155,95.57375,104.24541666666667,98.16380952380952,119.86166666666666,104.12380952380954,116.32291666666667,121.25333333333334,161.88708333333332,164.34833333333336,185.75416666666666,155.26666666666668,209.42875,214.66857142857143,220.38791666666668,208.9,206.0175,166.04291666666666,149.14291666666668,146.29999999999998,115.27583333333334,101.84166666666667,88.29541666666668,79.63904761904762,70.95142857142856,71.47904761904762,61.15476190476189,57.7547619047619,53.61583333333333,51.088750000000005,51.09083333333333
7,48.14047619047619,47.38458333333334,46.547142857142866,45.74416666666667,43.80047619047618,47.955416666666665,45.22541666666667,42.959583333333335,45.962857142857146,46.748333333333335,378.91952380952387,42.10208333333333,68.75761904761904,49.77416666666666,50.0125,46.39875000000001,41.721428571428575,44.978750000000005,43.085833333333326,43.29666666666667,56.98142857142857,64.77041666666666,67.0904761904762,64.51083333333334,87.19095238095238,91.01249999999999,91.25458333333333,118.67625000000001,122.00523809523808,111.97125,118.75380952380952,109.86083333333333,80.36571428571428,70.41416666666667,61.04375,56.28666666666667,56.85142857142857,55.02291666666667,53.15125,51.180416666666666,48.694285714285705,49.56285714285714,52.8795238095238,51.10333333333333,33.817619047619054,44.75833333333333,27.912083333333335,25.976666666666667
8,25.392857142857142,28.375833333333333,25.571428571428566,28.1225,27.573809523809523,31.364583333333332,371.61749999999995,199.57666666666665,142.30809523809523,92.5775,81.74142857142856,71.255,77.44428571428571,74.62083333333334,80.86833333333333,72.6825,117.81904761904761,74.0775,79.94416666666666,65.52833333333334,69.56619047619049,65.28416666666666,80.46619047619048,106.04375000000002,92.19238095238096,119.00958333333334,124.07416666666668,121.84291666666667,151.57238095238094,165.34875000000002,144.37190476190477,124.6525,102.19523809523808,78.12666666666667,62.486666666666665,53.26375,49.78761904761904,56.622083333333336,57.17,58.58708333333334,48.46476190476191,48.91095238095238,50.61190476190476,52.31333333333333,39.539523809523814,37.80458333333333,38.019999999999996,37.287083333333335
9,37.06095238095238,34.36875,28.49761904761905,25.57166666666667,31.46428571428572,77.88541666666666,57.16458333333333,44.06375,34.107619047619046,29.18875,88.5852380952381,47.40833333333333,113.60857142857144,66.27583333333334,52.747083333333336,52.454166666666666,48.18380952380952,79.6825,74.1325,63.815,106.97761904761903,78.06541666666666,68.52666666666667,59.59291666666667,69.59190476190476,79.82000000000001,107.73,161.93083333333334,134.2742857142857,123.70416666666665,121.65285714285713,165.90708333333333,161.08380952380952,154.37625000000003,138.81875,111.47875,97.37285714285714,75.46375,61.604166666666664,56.8475,45.562380952380956,43.69428571428572,44.96,44.10904761904762,42.37714285714286,42.937916666666666,39.422916666666666,35.76708333333333
